種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,区,取引年,取引四半期,建築年_数値,築年数,最寄駅距離_分,㎡単価,夜間人口,昼間人口,昼夜間人口比率
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,90000000,２ＬＤＫ,60,2020年,ＲＣ,住宅,住宅,商業,80.0,600.0,2022年第3四半期,改装済み,,文京区,2022,3,2020.0,2.0,1.0,1500000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,62000000,１ＬＤＫ,45,2001年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第3四半期,改装済み,,文京区,2022,3,2001.0,21.0,3.0,1377777.7777777778,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,31000000,１ＬＤＫ,35,2004年,ＳＲＣ,住宅,住宅,近隣商業,80.0,400.0,2022年第3四半期,未改装,,文京区,2022,3,2004.0,18.0,2.0,885714.2857142857,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,35000000,２ＬＤＫ,40,2004年,ＳＲＣ,住宅,住宅,近隣商業,80.0,400.0,2022年第3四半期,未改装,,文京区,2022,3,2004.0,18.0,2.0,875000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,66000000,１ＬＤＫ,60,2002年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第2四半期,未改装,,文京区,2022,2,2002.0,20.0,2.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,6,15000000,オープンフロア,20,1985年,ＳＲＣ,,その他,商業,80.0,600.0,2022年第2四半期,未改装,,文京区,2022,2,1985.0,37.0,6.0,750000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,6,28000000,１Ｋ,25,2005年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第2四半期,改装済み,,文京区,2022,2,2005.0,17.0,6.0,1120000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,31000000,１Ｒ,35,2003年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第2四半期,未改装,,文京区,2022,2,2003.0,19.0,1.0,885714.2857142857,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,40000000,１ＤＫ,40,2004年,ＳＲＣ,,住宅,近隣商業,80.0,400.0,2022年第1四半期,未改装,,文京区,2022,1,2004.0,18.0,2.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,47000000,,35,1986年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第1四半期,改装済み,,文京区,2022,1,1986.0,36.0,1.0,1342857.142857143,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,97000000,２ＬＤＫ,65,2008年,ＲＣ,,住宅,２種住居,60.0,300.0,2022年第1四半期,,,文京区,2022,1,2008.0,14.0,3.0,1492307.6923076923,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,4,42000000,１ＬＤＫ,40,2006年,ＲＣ,,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,文京区,2022,1,2006.0,16.0,4.0,1050000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,97000000,３ＬＤＫ,65,2020年,ＲＣ,住宅,住宅,商業,80.0,600.0,2022年第1四半期,未改装,,文京区,2022,1,2020.0,2.0,1.0,1492307.6923076923,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,67000000,１ＬＤＫ,50,2008年,ＲＣ,住宅,住宅,２種住居,60.0,300.0,2021年第4四半期,改装済み,,文京区,2021,4,2008.0,13.0,3.0,1340000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,62000000,オープンフロア,65,1992年,ＳＲＣ,事務所,事務所,商業,80.0,600.0,2021年第4四半期,改装済み,,文京区,2021,4,1992.0,29.0,2.0,953846.1538461539,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,74000000,１ＬＤＫ,55,2008年,ＲＣ,,住宅,２種住居,60.0,300.0,2021年第4四半期,未改装,,文京区,2021,4,2008.0,13.0,3.0,1345454.5454545454,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,82000000,１ＬＤＫ,60,2008年,ＲＣ,,住宅,２種住居,60.0,300.0,2021年第4四半期,未改装,,文京区,2021,4,2008.0,13.0,3.0,1366666.6666666667,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,21000000,１Ｋ,20,2005年,ＲＣ,,住宅,商業,80.0,600.0,2021年第4四半期,,,文京区,2021,4,2005.0,16.0,1.0,1050000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,41000000,１ＬＤＫ,40,2004年,ＳＲＣ,,住宅,近隣商業,80.0,400.0,2021年第4四半期,,,文京区,2021,4,2004.0,17.0,2.0,1025000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,50000000,１ＬＤＫ,45,2001年,ＳＲＣ,,その他,商業,80.0,600.0,2021年第3四半期,未改装,,文京区,2021,3,2001.0,20.0,3.0,1111111.111111111,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,57000000,３ＬＤＫ,60,1995年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2021年第3四半期,未改装,,文京区,2021,3,1995.0,26.0,1.0,950000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,19000000,１Ｋ,20,1986年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2021年第3四半期,改装済み,,文京区,2021,3,1986.0,35.0,1.0,950000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,68000000,１ＬＤＫ,60,2008年,ＲＣ,住宅,住宅,２種住居,60.0,300.0,2021年第3四半期,未改装,,文京区,2021,3,2008.0,13.0,3.0,1133333.3333333333,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,36000000,２ＤＫ,40,1995年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2021年第3四半期,未改装,,文京区,2021,3,1995.0,26.0,1.0,900000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,45000000,２ＤＫ,45,1995年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2021年第2四半期,改装済み,,文京区,2021,2,1995.0,26.0,1.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,16000000,１Ｋ,20,2000年,ＲＣ,住宅,その他,近隣商業,80.0,400.0,2021年第2四半期,未改装,,文京区,2021,2,2000.0,21.0,2.0,800000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,24000000,１Ｋ,20,2001年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第2四半期,未改装,,文京区,2021,2,2001.0,20.0,3.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,22000000,１Ｋ,20,2005年,ＲＣ,,住宅,商業,80.0,600.0,2021年第2四半期,未改装,,文京区,2021,2,2005.0,16.0,1.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,3,54000000,２ＬＤＫ,50,1996年,ＳＲＣ,,その他,商業,80.0,600.0,2021年第1四半期,改装済み,,文京区,2021,1,1996.0,25.0,3.0,1080000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,20000000,１Ｋ,20,2000年,ＲＣ,,,近隣商業,80.0,400.0,2021年第1四半期,改装済み,,文京区,2021,1,2000.0,21.0,2.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,34000000,１Ｋ,35,2004年,ＳＲＣ,住宅,住宅,近隣商業,80.0,400.0,2021年第1四半期,未改装,,文京区,2021,1,2004.0,17.0,2.0,971428.5714285715,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,2,32000000,１ＬＤＫ,30,2002年,ＳＲＣ,住宅,その他,商業,80.0,600.0,2021年第1四半期,未改装,,文京区,2021,1,2002.0,19.0,2.0,1066666.6666666667,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,根津,根津,1,72000000,２ＬＤＫ,55,2016年,ＲＣ,,住宅,商業,80.0,600.0,2021年第1四半期,未改装,,文京区,2021,1,2016.0,5.0,1.0,1309090.9090909092,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,26000000,１Ｋ,20,2004年,ＲＣ,,住宅,準工業,60.0,300.0,2025年第3四半期,未改装,,文京区,2025,3,2004.0,21.0,8.0,1300000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,110000000,３ＬＤＫ,75,2006年,ＲＣ,,住宅,近隣商業,80.0,300.0,2025年第3四半期,,,文京区,2025,3,2006.0,19.0,8.0,1466666.6666666667,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,76000000,１ＬＤＫ,50,2006年,ＲＣ,,住宅,近隣商業,80.0,300.0,2025年第2四半期,改装済み,,文京区,2025,2,2006.0,19.0,8.0,1520000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,24000000,１Ｋ,20,2004年,ＲＣ,住宅,その他,準工業,60.0,300.0,2024年第3四半期,改装済み,,文京区,2024,3,2004.0,20.0,8.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,23000000,１Ｋ,20,2005年,ＳＲＣ,住宅,その他,商業,80.0,600.0,2024年第2四半期,未改装,,文京区,2024,2,2005.0,19.0,9.0,1150000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,60000000,２ＬＤＫ,50,1985年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第2四半期,改装済み,,文京区,2024,2,1985.0,39.0,7.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,30000000,１Ｋ,25,1985年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第2四半期,改装済み,,文京区,2024,2,1985.0,39.0,7.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,20000000,１Ｋ,25,1985年,ＳＲＣ,住宅,その他,商業,80.0,600.0,2024年第1四半期,未改装,,文京区,2024,1,1985.0,39.0,7.0,800000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),6,53000000,１ＬＤＫ,40,2014年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第1四半期,未改装,,文京区,2024,1,2014.0,10.0,6.0,1325000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,58000000,２ＬＤＫ,55,1986年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,改装済み,,文京区,2024,1,1986.0,38.0,9.0,1054545.4545454546,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,26000000,１Ｋ,20,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,,,文京区,2024,1,2003.0,21.0,9.0,1300000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,24000000,１Ｋ,20,2005年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第1四半期,未改装,,文京区,2024,1,2005.0,19.0,9.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,26000000,１Ｋ,20,2005年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第4四半期,未改装,,文京区,2023,4,2005.0,18.0,9.0,1300000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,19000000,１Ｋ,25,1985年,ＳＲＣ,住宅,,商業,80.0,600.0,2023年第4四半期,改装済み,,文京区,2023,4,1985.0,38.0,7.0,760000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),4,28000000,１Ｋ,25,2011年,ＲＣ,事務所,住宅,商業,80.0,600.0,2023年第4四半期,未改装,,文京区,2023,4,2011.0,12.0,4.0,1120000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,66000000,１ＬＤＫ,55,1997年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第3四半期,,,文京区,2023,3,1997.0,26.0,7.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),6,50000000,１ＬＤＫ,40,2014年,ＲＣ,住宅,住宅,商業,80.0,600.0,2023年第3四半期,改装済み,,文京区,2023,3,2014.0,9.0,6.0,1250000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),6,29000000,１Ｋ,25,2014年,ＲＣ,,住宅,商業,80.0,600.0,2023年第3四半期,未改装,,文京区,2023,3,2014.0,9.0,6.0,1160000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,23000000,１Ｋ,20,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第2四半期,,,文京区,2023,2,2003.0,20.0,9.0,1150000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),6,91000000,３ＬＤＫ,75,2005年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第2四半期,未改装,,文京区,2023,2,2005.0,18.0,6.0,1213333.3333333333,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,43000000,１ＬＤＫ,40,2005年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第2四半期,未改装,,文京区,2023,2,2005.0,18.0,9.0,1075000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),6,32000000,１Ｋ,25,2014年,ＲＣ,住宅,住宅,商業,80.0,600.0,2023年第1四半期,,,文京区,2023,1,2014.0,9.0,6.0,1280000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,27000000,１ＤＫ,20,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第1四半期,未改装,,文京区,2023,1,2003.0,20.0,9.0,1350000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),10,110000000,３ＬＤＫ,70,2002年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第1四半期,改装済み,,文京区,2023,1,2002.0,21.0,10.0,1571428.5714285714,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,21000000,１Ｋ,20,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第4四半期,未改装,,文京区,2022,4,2003.0,19.0,9.0,1050000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,21000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第3四半期,未改装,,文京区,2022,3,2004.0,18.0,8.0,1050000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,26000000,１Ｋ,25,2011年,ＲＣ,住宅,住宅,商業,80.0,600.0,2022年第3四半期,,,文京区,2022,3,2011.0,11.0,7.0,1040000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,19000000,,20,2004年,ＲＣ,,住宅,準工業,60.0,300.0,2022年第3四半期,,,文京区,2022,3,2004.0,18.0,8.0,950000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),6,30000000,１Ｋ,25,2014年,ＲＣ,,住宅,商業,80.0,600.0,2022年第3四半期,未改装,,文京区,2022,3,2014.0,8.0,6.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,33000000,１ＤＫ,30,1985年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第3四半期,改装済み,,文京区,2022,3,1985.0,37.0,7.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),7,18000000,１Ｋ,20,1985年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2022年第2四半期,未改装,,文京区,2022,2,1985.0,37.0,7.0,900000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,20000000,１Ｋ,20,2003年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2022年第1四半期,,,文京区,2022,1,2003.0,19.0,9.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),9,20000000,１Ｋ,20,2005年,ＲＣ,住宅,その他,準工業,60.0,300.0,2021年第4四半期,,,文京区,2021,4,2005.0,16.0,9.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),10,73000000,２ＬＤＫ,65,2002年,ＲＣ,,住宅,準工業,60.0,300.0,2021年第3四半期,未改装,,文京区,2021,3,2002.0,19.0,10.0,1123076.923076923,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,22000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第3四半期,改装済み,,文京区,2021,3,2004.0,17.0,8.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,21000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2021年第2四半期,未改装,,文京区,2021,2,2004.0,17.0,8.0,1050000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,春日(東京),8,24000000,１Ｋ,20,2004年,ＲＣ,住宅,,準工業,60.0,300.0,2021年第2四半期,改装済み,,文京区,2021,2,2004.0,17.0,8.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,後楽園,14,74000000,２ＬＤＫ,55,2005年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2025年第2四半期,未改装,,文京区,2025,2,2005.0,20.0,14.0,1345454.5454545454,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,後楽園,14,25000000,１Ｋ,20,2005年,ＲＣ,,住宅,準工業,60.0,300.0,2024年第4四半期,未改装,,文京区,2024,4,2005.0,19.0,14.0,1250000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,後楽園,14,63000000,２ＬＤＫ,50,2005年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2024年第1四半期,改装済み,,文京区,2024,1,2005.0,19.0,14.0,1260000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,後楽園,14,73000000,２ＬＤＫ,55,2005年,ＲＣ,住宅,住宅,準工業,60.0,300.0,2023年第2四半期,改装済み,,文京区,2023,2,2005.0,18.0,14.0,1327272.7272727273,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,後楽園,14,87000000,３ＬＤＫ,75,2005年,ＲＣ,住宅,その他,準工業,60.0,300.0,2023年第2四半期,未改装,,文京区,2023,2,2005.0,18.0,14.0,1160000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,後楽園,14,66000000,２ＬＤＫ,55,2005年,ＲＣ,,住宅,準工業,60.0,300.0,2022年第4四半期,,,文京区,2022,4,2005.0,17.0,14.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,7,12000000,１Ｋ,15,1982年,ＲＣ,,住宅,１種住居,60.0,300.0,2025年第4四半期,未改装,,文京区,2025,4,1982.0,43.0,7.0,800000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,19000000,,20,2002年,ＳＲＣ,,住宅,近隣商業,80.0,400.0,2025年第4四半期,改装済み,,文京区,2025,4,2002.0,23.0,5.0,950000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,21000000,,20,2002年,ＳＲＣ,,住宅,近隣商業,80.0,400.0,2025年第3四半期,未改装,,文京区,2025,3,2002.0,23.0,5.0,1050000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,4,120000000,２ＬＤＫ,100,1989年,ＲＣ,,住宅,２中住専,60.0,300.0,2025年第2四半期,改装済み,,文京区,2025,2,1989.0,36.0,4.0,1200000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,25000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2025年第1四半期,,,文京区,2025,1,2004.0,21.0,2.0,1250000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,7,12000000,１Ｋ,15,1982年,ＲＣ,,住宅,１種住居,60.0,300.0,2024年第4四半期,未改装,,文京区,2024,4,1982.0,42.0,7.0,800000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,31000000,１ＤＫ,30,2004年,ＲＣ,住宅,,近隣商業,80.0,400.0,2024年第2四半期,未改装,,文京区,2024,2,2004.0,20.0,2.0,1033333.3333333334,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,51000000,１ＬＤＫ,35,2009年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2024年第2四半期,改装済み,,文京区,2024,2,2009.0,15.0,5.0,1457142.857142857,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,25000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2024年第1四半期,,,文京区,2024,1,2004.0,20.0,2.0,1250000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,22000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2024年第1四半期,,,文京区,2024,1,2004.0,20.0,2.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,4,80000000,,65,2000年,ＲＣ,,住宅,１種住居,60.0,300.0,2024年第1四半期,未改装,,文京区,2024,1,2000.0,24.0,4.0,1230769.2307692308,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,4,77000000,２ＬＤＫ,65,2000年,ＲＣ,事務所,住宅,１種住居,60.0,300.0,2023年第4四半期,未改装,,文京区,2023,4,2000.0,23.0,4.0,1184615.3846153845,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,4,28000000,１Ｋ,25,1989年,ＲＣ,,住宅,２中住専,60.0,300.0,2023年第4四半期,,,文京区,2023,4,1989.0,34.0,4.0,1120000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,65000000,,65,2000年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第2四半期,改装済み,,文京区,2023,2,2000.0,23.0,5.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,22000000,１Ｋ,20,2004年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2023年第2四半期,未改装,,文京区,2023,2,2004.0,19.0,2.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,22000000,１Ｋ,20,2002年,ＳＲＣ,,住宅,近隣商業,80.0,400.0,2023年第2四半期,,,文京区,2023,2,2002.0,21.0,5.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,22000000,１Ｋ,20,2004年,ＲＣ,,住宅,近隣商業,80.0,400.0,2023年第1四半期,改装済み,,文京区,2023,1,2004.0,19.0,2.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,28000000,１Ｋ,25,2004年,ＲＣ,住宅,その他,近隣商業,80.0,400.0,2023年第1四半期,未改装,,文京区,2023,1,2004.0,19.0,2.0,1120000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,23000000,１Ｋ,20,2002年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2022年第2四半期,,,文京区,2022,2,2002.0,20.0,5.0,1150000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,22000000,１Ｋ,20,2002年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2022年第2四半期,未改装,,文京区,2022,2,2002.0,20.0,5.0,1100000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,7,11000000,１Ｋ,20,1982年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2022年第1四半期,未改装,,文京区,2022,1,1982.0,40.0,7.0,550000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,2,31000000,１ＤＫ,30,2004年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2021年第4四半期,改装済み,,文京区,2021,4,2004.0,17.0,2.0,1033333.3333333334,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,26000000,１Ｋ,20,2009年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2021年第4四半期,未改装,,文京区,2021,4,2009.0,12.0,5.0,1300000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,7,13000000,１Ｋ,20,1982年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第3四半期,改装済み,,文京区,2021,3,1982.0,39.0,7.0,650000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,20000000,１Ｋ,20,2002年,ＲＣ,住宅,住宅,近隣商業,80.0,400.0,2021年第3四半期,,,文京区,2021,3,2002.0,19.0,5.0,1000000.0,240069,353648,147.31098
中古マンション等,不動産取引価格情報,13105,東京都,文京区,白山,千石,5,44000000,１ＬＤＫ,50,2000年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第3四半期,,,文京区,2021,3,2000.0,21.0,5.0,880000.0,240069,353648,147.31098
