種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,区,取引年,取引四半期,建築年_数値,築年数,最寄駅距離_分,㎡単価,夜間人口,昼間人口,昼夜間人口比率
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,1,50000000,３ＬＤＫ,70,,,,その他,,,,2025年第3四半期,,,千代田区,2025,3,,,1.0,714285.7142857143,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,45000000,１ＬＤＫ,40,1985年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2025年第1四半期,未改装,,千代田区,2025,1,1985.0,40.0,3.0,1125000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,0,110000000,２ＬＤＫ,55,1984年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2025年第1四半期,改装済み,,千代田区,2025,1,1984.0,41.0,0.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,1,110000000,２ＬＤＫ,55,1984年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第4四半期,改装済み,,千代田区,2024,4,1984.0,40.0,1.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,1,110000000,１ＬＤＫ＋Ｓ,55,1984年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第4四半期,改装済み,,千代田区,2024,4,1984.0,40.0,1.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,2,55000000,２ＤＫ,45,1982年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2024年第3四半期,改装済み,,千代田区,2024,3,1982.0,42.0,2.0,1222222.2222222222,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,31000000,１Ｒ,30,1985年,ＳＲＣ,住宅,事務所,商業,80.0,700.0,2024年第3四半期,未改装,,千代田区,2024,3,1985.0,39.0,3.0,1033333.3333333334,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,94000000,１ＤＫ,40,2021年,ＲＣ,,住宅,２種住居,60.0,400.0,2024年第2四半期,未改装,,千代田区,2024,2,2021.0,3.0,3.0,2350000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,4,140000000,,70,2007年,ＲＣ,,住宅,商業,80.0,500.0,2024年第1四半期,,,千代田区,2024,1,2007.0,17.0,4.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,4,43000000,１ＤＫ,30,1999年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2024年第1四半期,,,千代田区,2024,1,1999.0,25.0,4.0,1433333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,4,68000000,１ＬＤＫ,40,2013年,ＲＣ,住宅,住宅,商業,80.0,700.0,2023年第4四半期,未改装,,千代田区,2023,4,2013.0,10.0,4.0,1700000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,1,92000000,２ＬＤＫ,55,1984年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第4四半期,改装済み,,千代田区,2023,4,1984.0,39.0,1.0,1672727.2727272727,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,130000000,１ＬＤＫ,60,2021年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2023年第2四半期,未改装,,千代田区,2023,2,2021.0,2.0,3.0,2166666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,150000000,２ＬＤＫ,60,2021年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2023年第2四半期,未改装,,千代田区,2023,2,2021.0,2.0,3.0,2500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,18000000,１ＤＫ,15,1985年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2023年第2四半期,未改装,,千代田区,2023,2,1985.0,38.0,3.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,13000000,１Ｋ,15,1985年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2022年第4四半期,,,千代田区,2022,4,1985.0,37.0,3.0,866666.6666666666,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,2,44000000,１ＬＤＫ,45,1982年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2022年第4四半期,改装済み,,千代田区,2022,4,1982.0,40.0,2.0,977777.7777777778,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,0,70000000,３ＬＤＫ,55,1984年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第4四半期,未改装,,千代田区,2022,4,1984.0,38.0,0.0,1272727.2727272727,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,120000000,オープンフロア,60,1985年,ＳＲＣ,店舗,店舗,商業,80.0,700.0,2022年第3四半期,未改装,,千代田区,2022,3,1985.0,37.0,3.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,150000000,２ＬＤＫ,60,2021年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2022年第3四半期,未改装,,千代田区,2022,3,2021.0,1.0,3.0,2500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,2,130000000,２ＬＤＫ,60,2021年,ＲＣ,,住宅,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,2021.0,1.0,2.0,2166666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,11000000,１Ｋ,15,1985年,ＳＲＣ,住宅,その他,商業,80.0,700.0,2022年第2四半期,未改装,,千代田区,2022,2,1985.0,37.0,3.0,733333.3333333334,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,32000000,１ＬＤＫ,30,1998年,ＲＣ,住宅,住宅,商業,80.0,700.0,2022年第2四半期,未改装,,千代田区,2022,2,1998.0,24.0,3.0,1066666.6666666667,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,95000000,２ＬＤＫ,80,1985年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2022年第1四半期,改装済み,,千代田区,2022,1,1985.0,37.0,3.0,1187500.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,21000000,１Ｒ,30,1985年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2021年第4四半期,未改装,,千代田区,2021,4,1985.0,36.0,3.0,700000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,280000000,２ＬＤＫ,80,2003年,ＲＣ,,住宅,商業,80.0,500.0,2025年第3四半期,改装済み,,千代田区,2025,3,2003.0,22.0,4.0,3500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,80000000,２ＬＤＫ,70,2003年,ＲＣ,住宅,その他,商業,80.0,500.0,2025年第3四半期,未改装,,千代田区,2025,3,2003.0,22.0,4.0,1142857.142857143,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,77000000,１ＬＤＫ,30,2013年,ＲＣ,住宅,住宅,商業,80.0,700.0,2025年第3四半期,改装済み,,千代田区,2025,3,2013.0,12.0,4.0,2566666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,36000000,１ＬＤＫ,30,2013年,ＲＣ,,住宅,商業,80.0,700.0,2025年第3四半期,未改装,,千代田区,2025,3,2013.0,12.0,4.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,250000000,,85,2003年,ＲＣ,住宅,,商業,80.0,500.0,2025年第2四半期,,,千代田区,2025,2,2003.0,22.0,4.0,2941176.470588235,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,190000000,２ＬＤＫ,65,2003年,ＲＣ,,住宅,商業,80.0,500.0,2025年第2四半期,未改装,,千代田区,2025,2,2003.0,22.0,4.0,2923076.923076923,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,200000000,２ＬＤＫ,70,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2025年第1四半期,未改装,,千代田区,2025,1,2003.0,22.0,4.0,2857142.8571428573,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,29000000,１Ｋ,25,2004年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2025年第1四半期,未改装,,千代田区,2025,1,2004.0,21.0,4.0,1160000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,150000000,,65,2003年,ＲＣ,,,商業,80.0,500.0,2024年第4四半期,,,千代田区,2024,4,2003.0,21.0,4.0,2307692.3076923075,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,270000000,２ＬＤＫ,90,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2024年第4四半期,未改装,,千代田区,2024,4,2003.0,21.0,4.0,3000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,65000000,１ＬＤＫ,40,2013年,ＲＣ,住宅,住宅,商業,80.0,700.0,2024年第3四半期,未改装,,千代田区,2024,3,2013.0,11.0,4.0,1625000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,51000000,１ＤＫ,30,2013年,ＲＣ,,その他,商業,80.0,700.0,2024年第2四半期,,,千代田区,2024,2,2013.0,11.0,4.0,1700000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,130000000,２ＬＤＫ,65,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2024年第1四半期,未改装,,千代田区,2024,1,2003.0,21.0,4.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,25000000,１Ｋ,20,1997年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2023年第3四半期,,,千代田区,2023,3,1997.0,26.0,4.0,1250000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,22000000,１ＤＫ,20,1997年,ＳＲＣ,,その他,商業,80.0,500.0,2023年第3四半期,,,千代田区,2023,3,1997.0,26.0,4.0,1100000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,95000000,,60,2003年,ＲＣ,,,商業,80.0,500.0,2023年第2四半期,,,千代田区,2023,2,2003.0,20.0,4.0,1583333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,130000000,２ＬＤＫ,65,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2023年第1四半期,改装済み,,千代田区,2023,1,2003.0,20.0,4.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,150000000,１ＤＫ,85,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2022年第4四半期,未改装,,千代田区,2022,4,2003.0,19.0,4.0,1764705.8823529412,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,27000000,１ＤＫ,20,1997年,ＳＲＣ,,住宅,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,1997.0,25.0,4.0,1350000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,110000000,２ＬＤＫ,60,2003年,ＲＣ,住宅,事務所,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,2003.0,19.0,4.0,1833333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,98000000,２ＬＤＫ,65,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第4四半期,改装済み,,千代田区,2021,4,2003.0,18.0,4.0,1507692.3076923077,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,30000000,１Ｋ,20,2004年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2021年第4四半期,未改装,,千代田区,2021,4,2004.0,17.0,4.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,140000000,２ＬＤＫ,85,2003年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第4四半期,未改装,,千代田区,2021,4,2003.0,18.0,4.0,1647058.8235294118,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,飯田橋,九段下,4,25000000,１Ｋ,20,1997年,ＳＲＣ,,その他,商業,80.0,500.0,2021年第1四半期,,,千代田区,2021,1,1997.0,24.0,4.0,1250000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,麹町,3,63000000,１ＬＤＫ,30,2012年,ＲＣ,住宅,住宅,商業,80.0,500.0,2024年第3四半期,未改装,,千代田区,2024,3,2012.0,12.0,3.0,2100000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,麹町,3,56000000,１ＬＤＫ,40,2012年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第1四半期,,,千代田区,2021,1,2012.0,9.0,3.0,1400000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,4,340000000,,110,2004年,ＳＲＣ,住宅,,２種住居,80.0,500.0,2025年第4四半期,,,千代田区,2025,4,2004.0,21.0,4.0,3090909.090909091,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,430000000,３ＬＤＫ,90,2018年,ＲＣ,住宅,,２種住居,80.0,500.0,2025年第3四半期,,,千代田区,2025,3,2018.0,7.0,3.0,4777777.777777778,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,190000000,１ＬＤＫ,70,2004年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2025年第3四半期,未改装,,千代田区,2025,3,2004.0,21.0,3.0,2714285.714285714,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,42000000,１Ｋ,25,2013年,ＲＣ,住宅,住宅,商業,80.0,500.0,2025年第3四半期,,,千代田区,2025,3,2013.0,12.0,1.0,1680000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,120000000,２ＬＤＫ,60,1970年,ＳＲＣ,住宅,住宅,２種住居,60.0,400.0,2025年第3四半期,,,千代田区,2025,3,1970.0,55.0,1.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,460000000,２ＬＤＫ,90,2016年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2025年第3四半期,未改装,,千代田区,2025,3,2016.0,9.0,3.0,5111111.111111111,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,500000000,３ＬＤＫ,95,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2025年第2四半期,未改装,,千代田区,2025,2,2019.0,6.0,3.0,5263157.894736842,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,320000000,３ＬＤＫ,120,2001年,ＳＲＣ,住宅,,２種住居,80.0,500.0,2025年第1四半期,,,千代田区,2025,1,2001.0,24.0,2.0,2666666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,65000000,１ＬＤＫ,40,,,,住宅,,,,2024年第4四半期,改装済み,,千代田区,2024,4,,,1.0,1625000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,5,500000000,,200,1984年,ＳＲＣ,住宅,,２種住居,60.0,400.0,2024年第3四半期,,,千代田区,2024,3,1984.0,40.0,5.0,2500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,170000000,２ＬＤＫ,95,1979年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第3四半期,未改装,,千代田区,2024,3,1979.0,45.0,1.0,1789473.6842105263,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,63000000,１ＬＤＫ,40,2013年,ＲＣ,,住宅,商業,80.0,500.0,2024年第3四半期,未改装,,千代田区,2024,3,2013.0,11.0,1.0,1575000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,230000000,２ＬＤＫ＋Ｓ,75,2016年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2024年第3四半期,未改装,,千代田区,2024,3,2016.0,8.0,2.0,3066666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,590000000,３ＬＤＫ,115,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2024年第3四半期,未改装,,千代田区,2024,3,2019.0,5.0,3.0,5130434.782608695,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,330000000,３ＬＤＫ,95,2019年,ＲＣ,,住宅,２種住居,80.0,500.0,2024年第2四半期,未改装,,千代田区,2024,2,2019.0,5.0,3.0,3473684.210526316,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,200000000,２ＬＤＫ,80,2001年,ＳＲＣ,,住宅,２種住居,80.0,500.0,2024年第2四半期,未改装,,千代田区,2024,2,2001.0,23.0,3.0,2500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,430000000,２ＬＤＫ,105,2016年,ＲＣ,住宅,事務所,２種住居,60.0,400.0,2024年第2四半期,未改装,,千代田区,2024,2,2016.0,8.0,3.0,4095238.095238095,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,120000000,２ＬＤＫ,60,1979年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第2四半期,改装済み,,千代田区,2024,2,1979.0,45.0,1.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,120000000,３ＬＤＫ,80,1972年,ＳＲＣ,住宅,住宅,２種住居,60.0,400.0,2024年第2四半期,未改装,,千代田区,2024,2,1972.0,52.0,3.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,780000000,３ＬＤＫ,170,2016年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2023年第4四半期,未改装,,千代田区,2023,4,2016.0,7.0,3.0,4588235.294117647,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,64000000,１ＬＤＫ,40,1984年,ＳＲＣ,,住宅,商業,80.0,500.0,2023年第4四半期,改装済み,,千代田区,2023,4,1984.0,39.0,1.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,250000000,２ＬＤＫ,70,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第4四半期,改装済み,,千代田区,2023,4,2019.0,4.0,3.0,3571428.5714285714,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,110000000,１ＬＤＫ,40,2022年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2023年第3四半期,未改装,,千代田区,2023,3,2022.0,1.0,1.0,2750000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,300000000,３ＬＤＫ＋Ｓ,110,2004年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第3四半期,未改装,,千代田区,2023,3,2004.0,19.0,3.0,2727272.727272727,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,390000000,２ＬＤＫ,95,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第3四半期,未改装,,千代田区,2023,3,2019.0,4.0,3.0,4105263.1578947366,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,70000000,２ＬＤＫ,55,1977年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第2四半期,未改装,,千代田区,2023,2,1977.0,46.0,2.0,1272727.2727272727,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,30000000,１Ｋ,25,2013年,ＲＣ,住宅,その他,商業,80.0,500.0,2023年第2四半期,,,千代田区,2023,2,2013.0,10.0,1.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,190000000,２ＬＤＫ,70,2022年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第1四半期,未改装,,千代田区,2023,1,2022.0,1.0,3.0,2714285.714285714,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,5,350000000,３ＬＤＫ,200,1984年,ＳＲＣ,住宅,住宅,２種住居,60.0,400.0,2023年第1四半期,未改装,,千代田区,2023,1,1984.0,39.0,5.0,1750000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,52000000,１ＬＤＫ,40,1984年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2022年第4四半期,未改装,,千代田区,2022,4,1984.0,38.0,1.0,1300000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,47000000,２ＬＤＫ,40,1984年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2022年第4四半期,未改装,,千代田区,2022,4,1984.0,38.0,1.0,1175000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,240000000,２ＬＤＫ,115,,ＲＣ,住宅,住宅,商業,80.0,500.0,2022年第4四半期,改装済み,,千代田区,2022,4,,,2.0,2086956.5217391304,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,66000000,１ＬＤＫ,55,1984年,ＳＲＣ,,住宅,商業,80.0,500.0,2022年第4四半期,未改装,,千代田区,2022,4,1984.0,38.0,1.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,70000000,,55,1972年,ＳＲＣ,,住宅,２種住居,60.0,400.0,2022年第3四半期,,,千代田区,2022,3,1972.0,50.0,2.0,1272727.2727272727,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,53000000,１ＬＤＫ,45,2013年,ＲＣ,,住宅,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,2013.0,9.0,1.0,1177777.7777777778,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,5,430000000,３ＬＤＫ,200,1984年,ＳＲＣ,住宅,住宅,２種住居,60.0,400.0,2022年第3四半期,改装済み,,千代田区,2022,3,1984.0,38.0,5.0,2150000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,85000000,１ＬＤＫ,45,2009年,ＲＣ,住宅,その他,商業,80.0,500.0,2022年第2四半期,未改装,,千代田区,2022,2,2009.0,13.0,2.0,1888888.888888889,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,170000000,,95,2001年,ＳＲＣ,,住宅,２種住居,80.0,500.0,2022年第2四半期,,,千代田区,2022,2,2001.0,21.0,2.0,1789473.6842105263,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,0,130000000,２ＬＤＫ,80,1984年,ＳＲＣ,,住宅,商業,80.0,600.0,2022年第2四半期,改装済み,,千代田区,2022,2,1984.0,38.0,0.0,1625000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,0,17000000,,20,1976年,ＳＲＣ,住宅,事務所,商業,80.0,600.0,2022年第1四半期,未改装,,千代田区,2022,1,1976.0,46.0,0.0,850000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,150000000,１ＬＤＫ,75,2004年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2022年第1四半期,未改装,,千代田区,2022,1,2004.0,18.0,3.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,210000000,２ＬＤＫ,90,2019年,ＲＣ,住宅,その他,２種住居,80.0,500.0,2021年第4四半期,改装済み,,千代田区,2021,4,2019.0,2.0,3.0,2333333.3333333335,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,260000000,３ＬＤＫ,160,,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第4四半期,改装済み,,千代田区,2021,4,,,2.0,1625000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,170000000,２ＬＤＫ,70,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第4四半期,改装済み,,千代田区,2021,4,2019.0,2.0,3.0,2428571.4285714286,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,120000000,２ＤＫ,55,2016年,ＲＣ,住宅,,２種住居,60.0,400.0,2021年第4四半期,未改装,,千代田区,2021,4,2016.0,5.0,2.0,2181818.1818181816,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,270000000,２ＬＤＫ,105,2016年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2021年第4四半期,未改装,,千代田区,2021,4,2016.0,5.0,3.0,2571428.5714285714,66680,903780,1355.39892
